Total,offer
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.39
100.0,0.39
100.0,0.39
100.0,0.39
100.0,0.39
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.15
100.0,0.15
100.0,0.15
100.0,0.15
100.0,0.15
100.0,0.15
100.0,0.15
100.0,0.15
100.0,0.15
100.0,0.15
100.0,0.25
100.0,0.25
100.0,0.25
100.0,0.25
100.0,0.25
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.15
100.0,0.15
100.0,0.15
100.0,0.15
100.0,0.15
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.6
100.0,0.6
100.0,0.6
100.0,0.6
100.0,0.6
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.51
100.0,0.51
100.0,0.51
100.0,0.51
100.0,0.51
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.34
100.0,0.34
100.0,0.34
100.0,0.34
100.0,0.34
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
